Customer_ID,First_Name,Last_Name,Age,Gender,Marital_Status,Education,Occupation,City,State,Employment_Status,Annual_Income,Monthly_Income,Customer_Since,Customer_Segment,Risk_Profile
CUST103842,Viraj,Tandon,31,Male,Divorced,Graduate,Salaried - Private,Coimbatore,Tamil Nadu,Employed,1711840.69,142653.39,6,Young Professionals,Medium
CUST100156,Karan,Edwin,42,Male,Divorced,Graduate,Salaried - Private,Patna,Bihar,Employed,1161142.75,96761.9,2,Business Owners,Medium
CUST102978,Kashish,Sachar,63,Female,Widowed,High School,Retired,Guwahati,Assam,Retired,,53221.59,16,Retired Customers,Low
CUST101773,Rajeshri,Barad,18,Female,Single,Graduate,Student,Nagpur,Maharashtra,Not Employed,92638.63,7719.89,1,Students,Medium
CUST100615,Joshua,Mann,18,Male,Single,Post Graduate,Student,Bhubaneswar,Odisha,Not Employed,81106.83,6758.9,1,Students,Medium
CUST100643,Eta,Kunda,44,Female,Widowed,Post Graduate,Salaried - Private,Udaipur,Rajasthan,,2496531.88,208044.32,9,Business Owners,High
CUST101935,Bhavna,Tiwari,34,Female,Divorced,Graduate,Self Employed,,Rajasthan,Self Employed,1438807.15,119900.6,11,Business Owners,High
CUST104277,Udant,Dâ€™Alia,22,,Married,Post Graduate,,Ahmedabad,Gujarat,Not Employed,30052.86,2504.41,2,,Medium
CUST101068,Jairaj,Kumer,31,Male,Married,Post Graduate,Salaried - Government,Kolkata,West Bengal,Employed,870887.62,72573.97,7,Young Professionals,Medium
CUST104454,Vanya,Ganguly,30,Female,Divorced,Diploma,Salaried - Government,Kanpur,Uttar Pradesh,Employed,568882.45,47406.87,12,Young Professionals,Medium
CUST104154,Aarini,Bhattacharyya,25,Female,Divorced,,Freelancer,,Jharkhand,Self Employed,675205.3,56267.11,7,,High
CUST104239,Onveer,Balan,36,Male,Married,Graduate,Salaried - Government,Chennai,Tamil Nadu,Employed,1893698.97,157808.25,7,Business Owners,Medium
CUST104868,Mohini,Salvi,67,,Divorced,Graduate,Retired,Bhubaneswar,Odisha,Retired,889608.75,74134.06,10,Retired Customers,Low
CUST100330,Manya,Vohra,36,Female,Single,Graduate,,Dehradun,Uttarakhand,Self Employed,1730045.51,144170.46,18,Business Owners,High
CUST102057,Ekaraj,Sarraf,74,,Divorced,Graduate,Retired,Kochi,Kerala,Retired,706628.31,58885.69,5,Retired Customers,Low
CUST102646,Faras,Sharma,24,Male,Married,Post Graduate,Freelancer,Bhopal,Madhya Pradesh,Self Employed,862806.79,71900.57,6,Young Professionals,High
CUST102191,Yashodhara,Mammen,23,Female,Single,Post Graduate,Salaried - Private,,Uttar Pradesh,Employed,1559144.93,129928.74,5,Young Professionals,High
CUST100622,Bimala,Ranganathan,42,Female,Widowed,Graduate,Salaried - Private,Ahmedabad,Gujarat,Employed,964630.23,80385.85,1,Business Owners,Medium
CUST101595,Manthan,Khanna,35,Male,Divorced,Graduate,Salaried - Government,,Maharashtra,Employed,1828053.56,152337.8,17,Young Professionals,Medium
CUST102915,Balendra,Bansal,19,Male,Single,Post Graduate,Student,Kochi,Kerala,Not Employed,81240.54,6770.04,1,Students,Medium
CUST104821,Banjeet,Misra,25,Male,Divorced,Doctorate,Salaried - Private,Jaipur,Rajasthan,Employed,1477238.92,,7,Young Professionals,High
CUST103898,Elijah,Bhandari,31,Male,Single,Graduate,Business Owner,Bengaluru,Karnataka,Self Employed,4170851.29,347570.94,11,High Net Worth Individuals,High
CUST101919,Manan,Sen,43,Male,Widowed,Diploma,Salaried - Government,Bengaluru,Karnataka,Employed,637875.95,53156.33,1,Business Owners,Medium
CUST104173,Zayyan,Sant,58,Male,Divorced,Post Graduate,Retired,Surat,Gujarat,Retired,938106.96,78175.58,13,Retired Customers,Medium
CUST104477,Aarna,Chaudhuri,33,Female,Divorced,Graduate,Salaried - Private,Nashik,Maharashtra,Employed,1592674.51,132722.88,9,Young Professionals,Medium
CUST100755,Ojas,Deol,24,Male,Married,High School,Salaried - Private,Chandigarh,Punjab,Employed,667725.7,55643.81,6,Young Professionals,Medium
CUST100518,Reva,Kalla,20,Female,Single,,Student,Indore,Madhya Pradesh,Not Employed,89121.82,7426.82,2,Students,Medium
CUST103803,Naveen,Om,29,Male,Single,Diploma,Unemployed,Ludhiana,Punjab,Not Employed,55995.42,4666.28,2,Young Professionals,Medium
CUST100032,Vedhika,Raghavan,18,Female,Single,Graduate,Student,Chennai,Tamil Nadu,Not Employed,72619.71,6051.64,1,Students,Medium
CUST102937,Anmol,Deol,38,Male,Married,High School,Salaried - Government,Chandigarh,Punjab,Employed,1569013.79,130751.15,14,Business Owners,
CUST101157,Ishaan,Parekh,60,Male,Widowed,Graduate,Retired,Udaipur,Rajasthan,Retired,548375.44,45697.95,12,Retired Customers,Low
CUST100744,Kavya,Saha,29,Female,Married,Graduate,Self Employed,Indore,Madhya Pradesh,Self Employed,1960134.72,163344.56,11,Young Professionals,High
CUST101497,Devansh,Chanda,43,Male,Single,Graduate,Salaried - Private,Mumbai,Maharashtra,Employed,861579.91,71798.33,4,Business Owners,Medium
CUST103459,Nitara,Wali,22,Female,,Graduate,Salaried - Private,Udaipur,Rajasthan,Employed,519523.1,43293.59,2,Young Professionals,Medium
CUST103755,Dakshesh,Chaudhary,40,Male,Married,Graduate,Salaried - Private,Mysuru,Karnataka,Employed,1868828.02,155735.67,16,Business Owners,Medium
CUST102591,Yuvraj,Tara,47,Male,Single,Graduate,Salaried - Private,Chennai,Tamil Nadu,Employed,430195.74,,3,Business Owners,Medium
CUST100783,Udant,Sandhu,46,Male,Divorced,High School,Salaried - Government,Indore,Madhya Pradesh,Employed,543505.74,45292.14,10,Business Owners,Low
CUST103493,Damyanti,Naik,32,Female,Married,Post Graduate,Salaried - Private,Surat,Gujarat,Employed,1049048.61,,14,Young Professionals,Medium
CUST102949,Anirudh,Gole,39,Male,Single,Post Graduate,Salaried - Private,Bhopal,Madhya Pradesh,Employed,1303772.21,108647.68,17,Business Owners,Medium
CUST100229,Nathan,Savant,34,Male,Single,Graduate,Freelancer,Kolkata,West Bengal,Self Employed,694239.42,57853.29,16,Young Professionals,Medium
CUST100857,Vedika,Jani,33,Female,Married,Post Graduate,Self Employed,Mysuru,Karnataka,Self Employed,1067254.59,88937.88,14,Business Owners,High
CUST102266,Harinakshi,Balakrishnan,40,Female,Divorced,Graduate,Freelancer,Bhubaneswar,Odisha,Self Employed,1199720.57,99976.71,20,Business Owners,High
CUST104274,Eesha,Tank,26,Female,Divorced,Doctorate,Salaried - Private,Mysuru,Karnataka,Employed,889656.65,74138.05,8,Young Professionals,High
CUST100408,Nachiket,Atwal,42,Male,,Graduate,Salaried - Private,,Gujarat,Employed,785238.6,65436.55,17,Business Owners,Medium
CUST100170,Amaira,Gola,40,Female,Divorced,High School,Salaried - Private,Chandigarh,Punjab,Employed,506260,42188.33,13,Business Owners,Medium
CUST100540,Gagan,Lanka,41,Male,Widowed,High School,Salaried - Private,Kanpur,Uttar Pradesh,Employed,2812230.5,234352.54,19,Business Owners,High
CUST102210,Quincy,Patla,33,Male,Married,Diploma,Salaried - Private,Nagpur,Maharashtra,Employed,895866.63,,9,Young Professionals,Medium
CUST102304,Naveen,Bahl,34,Male,Married,Graduate,Homemaker,Indore,Madhya Pradesh,Not Employed,92304.66,,6,Young Professionals,Low
CUST102567,Daksh,Gole,60,Male,Married,Post Graduate,Retired,Mysuru,Karnataka,Retired,,49636.73,18,Retired Customers,Low
CUST100613,Ishani,Mitra,38,Female,Married,Post Graduate,Business Owner,Dehradun,Uttarakhand,Self Employed,6547676.93,,18,High Net Worth Individuals,
CUST102101,Simon,Desai,38,Male,Married,,Salaried - Private,Surat,Gujarat,Employed,1207430.68,100619.22,1,Business Owners,Medium
CUST101808,Devika,Chandran,18,Female,Single,Graduate,Student,,Gujarat,Not Employed,72826.88,6068.91,1,Students,Medium
CUST103438,Jacob,Seshadri,48,Male,Divorced,Post Graduate,Salaried - Government,Ludhiana,Punjab,Employed,859013.33,71584.44,1,Business Owners,Medium
CUST101161,Jatin,Borah,34,Male,Married,Graduate,Salaried - Government,Hyderabad,Telangana,Employed,1338148.73,111512.39,2,Young Professionals,Medium
CUST104225,Gaurang,Prasad,31,Male,Divorced,Doctorate,Self Employed,Hyderabad,Telangana,Self Employed,2431698.44,202641.54,4,Young Professionals,High
CUST103119,Abha,Mane,65,Female,Married,Graduate,Retired,Raipur,Chhattisgarh,Retired,513709.9,,1,Retired Customers,Low
CUST103652,Shravya,Bansal,39,Female,Married,Graduate,Salaried - Government,Patna,Bihar,Employed,940231.76,78352.65,6,Business Owners,Medium
CUST101610,Hiral,Prabhakar,42,Female,Married,Graduate,Salaried - Private,Coimbatore,Tamil Nadu,Employed,2872152.78,239346.06,17,Business Owners,High
CUST101932,Bina,Nadkarni,66,Female,Single,Graduate,Retired,Guwahati,Assam,Retired,857281.48,71440.12,7,Retired Customers,Low
CUST103027,Neelima,Sandhu,72,Female,Divorced,Doctorate,Retired,Nashik,Maharashtra,Retired,898407.01,74867.25,,Retired Customers,Low
CUST100564,Samuel,Nori,62,Male,Single,Diploma,,Surat,Gujarat,Retired,458806.97,38233.91,18,Retired Customers,Low
CUST103571,Dalbir,Ganesan,46,Male,Married,Post Graduate,Business Owner,Kolkata,West Bengal,Self Employed,13456259.9,1121354.99,8,High Net Worth Individuals,High
CUST104247,Zinal,Lata,37,Other,Widowed,Post Graduate,Salaried - Private,Mumbai,,Employed,1476811.83,123067.65,14,Business Owners,Medium
CUST102388,Sarthak,Pillay,27,Male,Single,Doctorate,Salaried - Government,Mysuru,Karnataka,Employed,1315587.27,109632.27,9,Young Professionals,Medium
CUST101471,Fitan,Sengupta,41,Male,Widowed,High School,Business Owner,Vadodara,Gujarat,Self Employed,13308061.36,1109005.11,12,High Net Worth Individuals,High
CUST102630,Jacob,Johal,21,Other,Single,Post Graduate,Student,Mysuru,Karnataka,Not Employed,20162.59,1680.22,3,Students,Medium
CUST101835,Oscar,Rajan,44,Male,Divorced,Post Graduate,Business Owner,Chandigarh,Punjab,Self Employed,3514553.07,292879.42,12,High Net Worth Individuals,High
CUST104928,Hemal,Palan,39,Other,Widowed,Graduate,,Dehradun,Uttarakhand,Not Employed,96519.57,8043.3,4,Business Owners,Low
CUST103475,Finn,Sibal,44,Male,Single,Graduate,Self Employed,Bhopal,Madhya Pradesh,Self Employed,974140.8,81178.4,14,Business Owners,High
CUST101533,Rachita,Bala,33,Female,Married,Graduate,Salaried - Private,Raipur,Chhattisgarh,Employed,775587.33,64632.28,3,Young Professionals,
CUST104327,Shivani,Raman,19,Female,Single,Graduate,Unemployed,Chandigarh,Punjab,Not Employed,38732.25,3227.69,1,Young Professionals,Medium
CUST102484,Lopa,Bera,34,Female,Divorced,Post Graduate,Business Owner,Chennai,Tamil Nadu,Self Employed,6756910.89,563075.91,8,High Net Worth Individuals,High
CUST104207,Abeer,Dada,67,Male,Divorced,Graduate,Retired,Bhubaneswar,Odisha,Retired,1046466.6,87205.55,10,Retired Customers,Low
CUST101172,Vanya,Vala,21,Female,Married,Diploma,Salaried - Private,Pune,Maharashtra,Employed,1333416.24,,3,Young Professionals,High
CUST101427,Andrew,Saini,22,Male,Widowed,Post Graduate,Homemaker,Ludhiana,Punjab,Not Employed,90356.6,7529.72,4,Young Professionals,Medium
CUST100325,Kala,Dara,45,Female,Widowed,Diploma,Salaried - Government,Surat,Gujarat,,650813.37,54234.45,16,Business Owners,Low
CUST101051,Ekbal,Verma,35,,Divorced,Graduate,Salaried - Private,Bhopal,Madhya Pradesh,Employed,1320530.44,110044.2,17,Young Professionals,Medium
CUST103319,Wazir,Sane,32,Male,Divorced,,Salaried - Government,Chandigarh,Punjab,Employed,1813555.05,151129.59,14,Young Professionals,Medium
CUST104721,Ranbir,Dass,34,Male,Widowed,Post Graduate,Salaried - Government,Bengaluru,Karnataka,Employed,1523075.6,126922.97,3,Young Professionals,Medium
CUST103864,Urvashi,Chandran,48,Female,Married,Graduate,Self Employed,Bengaluru,Karnataka,Self Employed,2345204.68,195433.72,3,Business Owners,High
CUST102603,Noah,Chahal,38,Male,Widowed,High School,Salaried - Private,Guwahati,Assam,Employed,1892183.56,157681.96,15,Business Owners,Medium
CUST101738,Veer,Dhar,25,Male,Single,Graduate,Business Owner,Kolkata,West Bengal,Self Employed,9427417.42,785618.12,7,High Net Worth Individuals,High
CUST101196,Oliver,Sani,50,Male,Single,Graduate,Salaried - Government,Dehradun,,Employed,924434.38,77036.2,19,,Medium
CUST100620,Zinal,Karpe,37,Female,Single,High School,Salaried - Government,Indore,Madhya Pradesh,Employed,1092031.64,91002.64,17,Business Owners,Medium
CUST101374,Harshil,Vasa,58,Male,Divorced,Graduate,Retired,Mysuru,Karnataka,Retired,421587.63,35132.3,13,Retired Customers,Low
CUST102879,Yadavi,Dixit,46,Female,Divorced,Post Graduate,Business Owner,Mysuru,Karnataka,,5133242.89,427770.24,6,High Net Worth Individuals,High
CUST101189,Ladli,Koshy,46,Female,Single,Post Graduate,Salaried - Private,Raipur,Chhattisgarh,Employed,1247790.13,103982.51,8,Business Owners,Medium
CUST100328,George,Handa,25,Male,Divorced,Doctorate,Self Employed,Surat,Gujarat,Self Employed,777000.63,64750.05,7,Young Professionals,High
CUST100648,Neel,Mutti,42,Male,Widowed,Doctorate,Self Employed,Vadodara,Gujarat,Self Employed,1258985.23,104915.44,11,Business Owners,High
CUST100897,Anmol,Bath,35,Male,Married,Post Graduate,Salaried - Government,Nagpur,Maharashtra,Employed,981369.7,81780.81,2,Young Professionals,Medium
CUST103882,Omya,Hans,35,Female,Single,High School,Salaried - Government,Jaipur,Rajasthan,Employed,1054984.74,87915.4,17,Young Professionals,Medium
CUST101123,Inaya,Vyas,21,Female,Divorced,Graduate,Salaried - Government,Nagpur,,Employed,1133984.91,94498.74,3,Young Professionals,Medium
CUST101891,Janani,Iyer,19,Female,Single,Diploma,Student,Kolkata,West Bengal,Not Employed,53225.47,4435.46,1,Students,
CUST104643,Charan,Vaidya,70,Male,Widowed,Graduate,Retired,Hyderabad,Telangana,Retired,723265.95,60272.16,8,Retired Customers,Low
CUST104791,Jason,Anand,29,Male,Single,Post Graduate,Salaried - Private,Dehradun,Uttarakhand,Employed,1795428.86,,3,Young Professionals,High
CUST104529,Chakradev,Behl,40,Male,Single,Post Graduate,Self Employed,Udaipur,Rajasthan,Self Employed,1215202.98,101266.91,3,Business Owners,High
CUST104234,Urvi,Chopra,38,Female,Married,Post Graduate,Salaried - Government,Hyderabad,Telangana,Employed,1490213.16,124184.43,3,Business Owners,Medium
CUST101593,Tara,Zachariah,24,Female,Single,Graduate,Salaried - Private,Pune,Maharashtra,Employed,777191.3,64765.94,6,Young Professionals,Medium
CUST103312,Yuvraj,Borra,28,Male,Widowed,Graduate,Salaried - Government,Vadodara,,Employed,687311.42,57275.95,10,Young Professionals,Medium
CUST102547,Krishna,Sane,50,Female,Widowed,Graduate,Business Owner,Vadodara,,Self Employed,15171811.85,1264317.65,3,High Net Worth Individuals,
CUST101545,Ayushman,Bains,29,Male,Divorced,Post Graduate,Salaried - Government,Ranchi,Jharkhand,Employed,801238.98,66769.91,,Young Professionals,
CUST104336,Madhav,Dhillon,56,Male,Married,Diploma,Business Owner,Thiruvananthapuram,,Self Employed,4473259.7,372771.64,4,High Net Worth Individuals,High
CUST101023,Ekanta,Salvi,53,Female,Single,Diploma,Business Owner,Mumbai,Maharashtra,Self Employed,8258330.38,688194.2,9,High Net Worth Individuals,High
CUST101971,Saumya,Dani,,Female,Divorced,Post Graduate,Salaried - Government,Bengaluru,Karnataka,Employed,1191332.51,99277.71,11,Business Owners,Medium
CUST104988,Meghana,Badami,36,Female,Widowed,Post Graduate,Business Owner,Mumbai,Maharashtra,Self Employed,12563146.93,1046928.91,18,High Net Worth Individuals,
CUST101714,Sara,Banik,33,Female,Divorced,High School,Self Employed,Lucknow,Uttar Pradesh,Self Employed,726063.23,60505.27,4,Business Owners,
CUST101717,Vyanjana,Parmer,31,Female,Widowed,High School,Salaried - Private,Mysuru,Karnataka,Employed,1366627.15,113885.6,,Young Professionals,Medium
CUST101477,Darpan,Chana,23,Male,,Post Graduate,,Jaipur,Rajasthan,Employed,724678.09,60389.84,5,Young Professionals,Medium
CUST100809,Harish,Das,40,Male,Divorced,Graduate,Salaried - Private,Mumbai,Maharashtra,Employed,1736776.51,144731.38,19,Business Owners,Medium
CUST102850,Meghana,Krishnamurthy,50,Female,Married,High School,Salaried - Private,Thiruvananthapuram,Kerala,Employed,1599641.16,133303.43,2,Business Owners,
CUST100978,Nihal,Chadha,39,Male,Married,Post Graduate,Homemaker,Delhi,Delhi,Not Employed,148853.39,12404.45,3,Business Owners,Low
CUST104687,Anay,Patil,,Other,Single,High School,Salaried - Government,,Karnataka,Employed,593157.06,49429.76,4,Young Professionals,Medium
CUST104895,Dhriti,Ramanathan,59,Female,Widowed,Doctorate,Retired,Chandigarh,Punjab,Retired,332185.76,27682.15,17,,Low
CUST101684,Lucky,Bala,52,Male,Widowed,Post Graduate,Salaried - Private,Patna,Bihar,Employed,,126692.19,19,Business Owners,Medium
CUST104660,Simon,Doctor,33,Male,Single,Doctorate,Homemaker,Pune,Maharashtra,Not Employed,,10409.09,15,Young Professionals,Low
CUST101514,Irya,Vora,40,Female,Widowed,High School,Business Owner,Thiruvananthapuram,Kerala,Self Employed,14515648.35,1209637.36,14,High Net Worth Individuals,High
CUST102404,Vaishnavi,Pandey,25,Female,Divorced,Post Graduate,Business Owner,Bengaluru,Karnataka,Self Employed,10310015.41,859167.95,7,High Net Worth Individuals,High
CUST102021,Adya,Tripathi,27,Female,Widowed,Post Graduate,Unemployed,Mysuru,Karnataka,Not Employed,83182.94,6931.91,9,,Medium
CUST104553,Zarna,Prabhu,38,Female,Married,Graduate,Salaried - Private,Mumbai,Maharashtra,Employed,1248529.81,104044.15,4,Business Owners,Medium
CUST101767,Ijaya,Gala,40,Female,Single,Post Graduate,Business Owner,Ranchi,Jharkhand,Self Employed,8529263.2,710771.93,6,High Net Worth Individuals,High
CUST100174,Sai,Barad,36,Female,Widowed,High School,Salaried - Government,Kanpur,,Employed,1367874.27,113989.52,7,Business Owners,Medium
CUST101554,Nathan,Ghosh,,Male,Married,Post Graduate,Business Owner,Pune,Maharashtra,Self Employed,10286958.04,857246.5,10,High Net Worth Individuals,High
CUST104215,Samesh,Chakraborty,43,Male,Single,Graduate,Business Owner,Raipur,Chhattisgarh,Self Employed,12923565.59,1076963.8,5,High Net Worth Individuals,High
CUST101482,Pranav,Randhawa,66,Male,Widowed,High School,Retired,Kanpur,Uttar Pradesh,Retired,,44083.89,4,Retired Customers,Low
CUST104461,Ridhi,Chowdhury,36,Female,Divorced,,,Coimbatore,Tamil Nadu,Not Employed,53691.92,4474.33,18,Business Owners,Low
CUST100217,Krisha,Soman,36,Female,Widowed,Post Graduate,Self Employed,Raipur,Chhattisgarh,Self Employed,1105205.55,92100.46,6,Business Owners,High
CUST103914,Warda,Narula,78,Female,Married,Graduate,Retired,Raipur,Chhattisgarh,Retired,303641.83,25303.49,10,Retired Customers,Low
CUST103720,Janaki,Goswami,45,Female,Single,Graduate,Unemployed,,Assam,Not Employed,56876.14,4739.68,20,Business Owners,Low
CUST100690,Ekantika,Dubey,25,Female,Married,Post Graduate,Salaried - Private,Ranchi,Jharkhand,Employed,1032947.45,86078.95,7,Young Professionals,High
CUST102577,Pratyush,Chada,41,Male,Widowed,Post Graduate,Salaried - Government,Udaipur,Rajasthan,Employed,1893247.07,157770.59,5,Business Owners,Medium
CUST102233,Darsh,Panchal,48,Male,Divorced,Post Graduate,Business Owner,Bhopal,Madhya Pradesh,,9263572.57,771964.38,1,High Net Worth Individuals,High
CUST102238,Chaaya,Raj,28,Female,Married,Graduate,Salaried - Government,Hyderabad,Telangana,Employed,1040103.99,86675.33,6,Young Professionals,Medium
CUST101106,Arunima,Ahuja,62,Female,Divorced,Post Graduate,Retired,Bhopal,Madhya Pradesh,Retired,423985.5,35332.12,12,Retired Customers,Low
CUST101789,Yuvraj,Issac,26,Male,Married,High School,Salaried - Government,Chandigarh,Punjab,Employed,946849.88,78904.16,8,Young Professionals,Medium
CUST103188,Ekavir,Karan,40,Male,Divorced,Doctorate,Unemployed,Kochi,Kerala,Not Employed,12475.03,1039.59,7,Business Owners,Low
CUST102436,Sai,Bhagat,18,Female,,Graduate,Student,Vadodara,Gujarat,Not Employed,45467.82,3788.99,1,Students,Medium
CUST100611,Januja,Rana,33,Female,Single,Graduate,Unemployed,Kanpur,Uttar Pradesh,Not Employed,16013.12,1334.43,3,Young Professionals,Low
CUST103660,Vansha,Jha,25,Female,Divorced,Graduate,Freelancer,Kolkata,West Bengal,Self Employed,1219043.44,101586.95,7,Young Professionals,High
CUST103711,Maanav,Baria,28,Male,Single,Graduate,Salaried - Private,Mysuru,Karnataka,Employed,2605151.01,217095.92,3,Young Professionals,High
CUST100576,Samesh,Pandya,62,Male,Divorced,Graduate,Retired,Chennai,Tamil Nadu,Retired,690001.38,57500.11,16,Retired Customers,Low
CUST102063,Dhriti,Karpe,54,Female,Divorced,Post Graduate,Salaried - Private,Mumbai,Maharashtra,Employed,,77006.55,,Business Owners,Medium
CUST104435,Peter,Sidhu,38,Male,Widowed,Post Graduate,Self Employed,Lucknow,Uttar Pradesh,Self Employed,2631401.24,219283.44,18,Business Owners,High
CUST101180,Frado,Rai,61,Male,Single,High School,Retired,Guwahati,Assam,Retired,343344.48,28612.04,1,Retired Customers,Low
CUST100888,Radhika,Mani,30,Female,Widowed,Graduate,Business Owner,Mysuru,Karnataka,Self Employed,11472994.94,956082.91,8,High Net Worth Individuals,High
CUST103128,Hemang,Mitter,43,Male,Widowed,Graduate,Homemaker,Dehradun,Uttarakhand,Not Employed,147085.58,12257.13,3,Business Owners,Low
CUST101732,Yamini,Dar,73,Female,Widowed,Graduate,Retired,,Maharashtra,Retired,343196.33,,20,Retired Customers,Low
CUST102663,Nidhi,Kalita,18,Female,Single,High School,Student,Patna,Bihar,Not Employed,19029.15,1585.76,1,Students,Medium
CUST100817,Yashoda,Kapur,43,Female,Divorced,Graduate,Self Employed,Mumbai,Maharashtra,,1412140.82,117678.4,10,Business Owners,High
CUST103277,Widisha,Choudhary,30,Female,Divorced,Post Graduate,Salaried - Private,Ludhiana,Punjab,Employed,1360516.57,113376.38,2,Young Professionals,Medium
CUST101859,Warjas,Patla,32,Male,Divorced,Diploma,Salaried - Private,Jaipur,Rajasthan,Employed,934539.24,77878.27,14,Young Professionals,Medium
CUST100208,Vaishnavi,Sathe,29,Female,Widowed,Graduate,Salaried - Government,Raipur,Chhattisgarh,Employed,745665.16,62138.76,11,Young Professionals,Medium
CUST100293,Ucchal,Suri,22,Female,Widowed,,Salaried - Private,Udaipur,Rajasthan,Employed,2154486.29,179540.52,4,Young Professionals,High
CUST101119,Yashasvi,Sani,59,Female,Single,Graduate,Self Employed,Kanpur,Uttar Pradesh,Self Employed,1216122.18,101343.51,14,Business Owners,Medium
CUST102213,Dominic,Karnik,20,Male,Single,Graduate,,Chandigarh,Punjab,Not Employed,86434.43,7202.87,2,Students,Medium
CUST101609,Chandani,Ram,38,Female,Divorced,Graduate,Salaried - Private,Ranchi,Jharkhand,Employed,1592784.14,132732.01,17,Business Owners,Medium
CUST101264,Qushi,Shankar,22,Female,Divorced,Graduate,Salaried - Government,Nashik,Maharashtra,Employed,1430944.9,119245.41,4,Young Professionals,Medium
CUST100990,Nikita,Dutta,33,Female,Single,Post Graduate,Salaried - Private,Bengaluru,Karnataka,Employed,,88014.39,6,Young Professionals,
CUST104197,Priya,Upadhyay,22,Female,Widowed,Post Graduate,Salaried - Government,Surat,Gujarat,Employed,849371.31,70780.94,4,Young Professionals,Medium
CUST101616,Krish,Bhatia,40,Male,Widowed,Graduate,Homemaker,Bhubaneswar,Odisha,Not Employed,41248.36,3437.36,18,Business Owners,Low
CUST100353,Shravya,Savant,54,Other,Widowed,Graduate,Homemaker,Surat,Gujarat,Not Employed,20778.29,1731.52,15,Business Owners,Low
CUST104557,Eiravati,Dara,45,Female,Married,Graduate,Business Owner,Mumbai,Maharashtra,Self Employed,4582164.62,381847.05,3,High Net Worth Individuals,High
CUST102022,Amruta,Ravel,36,Female,Single,Post Graduate,Salaried - Government,Dehradun,Uttarakhand,Employed,1106756.32,92229.69,,Business Owners,Medium
CUST103690,Samesh,Bumb,48,Male,Widowed,High School,,Dehradun,Uttarakhand,Employed,1096195.39,91349.62,4,Business Owners,Medium
CUST102555,Zilmil,Yogi,32,Other,Widowed,Graduate,Salaried - Private,Jaipur,Rajasthan,Employed,2444268.04,,14,Young Professionals,High
CUST103048,Darsh,Singhal,18,Male,Single,Graduate,Unemployed,Kochi,Kerala,Not Employed,68229.24,5685.77,1,Young Professionals,Medium
CUST101228,Vincent,Tella,43,Male,Divorced,Graduate,Salaried - Government,Delhi,Delhi,Employed,1925458.75,160454.9,7,Business Owners,Medium
CUST100259,Devansh,Walla,38,Male,Married,Graduate,Salaried - Private,Mumbai,Maharashtra,Employed,2547984.3,212332.02,3,Business Owners,High
CUST101519,Oeshi,Rama,42,Female,Widowed,Graduate,,Kolkata,West Bengal,Self Employed,4531512.8,377626.07,6,High Net Worth Individuals,High
CUST101777,Arjun,Dâ€™Alia,41,Male,Single,Diploma,Salaried - Private,Kanpur,Uttar Pradesh,Employed,1614333.88,134527.82,7,Business Owners,Medium
CUST104739,Anamika,Khosla,31,Female,Divorced,Post Graduate,Salaried - Private,Patna,Bihar,Employed,1354862.27,112905.19,13,Young Professionals,Medium
CUST101770,Ekaja,Kakar,19,Female,Single,Graduate,Student,Nashik,Maharashtra,Not Employed,99110.61,8259.22,1,,Medium
CUST104353,Vedika,Raja,18,Female,Single,Graduate,Student,Kochi,Kerala,Not Employed,49977.19,4164.77,,Students,Medium
CUST100052,Jeremiah,Apte,19,Male,Single,Graduate,Student,Dehradun,Uttarakhand,Not Employed,55036.67,4586.39,1,Students,Medium
CUST103473,Gavin,Banik,53,Male,Married,Graduate,Salaried - Private,Chennai,Tamil Nadu,Employed,2083087.09,173590.59,3,Business Owners,Medium
CUST104683,Benjamin,Sama,32,Male,Single,Post Graduate,Salaried - Government,Coimbatore,Tamil Nadu,Employed,1434117.46,119509.79,13,Young Professionals,Medium
CUST104411,Chanchal,Patil,34,Female,Married,Graduate,Salaried - Private,Nagpur,Maharashtra,Employed,1302174.71,108514.56,16,Young Professionals,Medium
CUST102409,Riya,Kumar,35,Female,Widowed,Post Graduate,Salaried - Government,Udaipur,Rajasthan,Employed,1137077.71,94756.48,4,,Medium
CUST102787,Balveer,Dhar,19,Male,Single,Post Graduate,,Kolkata,West Bengal,Not Employed,32308.78,,1,Students,Medium
CUST102344,Jeet,Dugar,55,Male,Single,Post Graduate,Business Owner,Guwahati,Assam,Self Employed,4506115.21,375509.6,20,High Net Worth Individuals,High
CUST101033,Unnati,Wali,18,Female,Single,Graduate,Student,Delhi,Delhi,Not Employed,16651.77,1387.65,1,Students,Medium
CUST101097,Victor,Raghavan,33,Other,Single,Post Graduate,Business Owner,,,Self Employed,4567816.75,380651.4,5,High Net Worth Individuals,High
CUST100543,Deepa,Bhatt,44,Female,Widowed,Graduate,Salaried - Private,Kolkata,,Employed,1701783.8,141815.32,10,Business Owners,Medium
CUST101046,Janani,Bhalla,29,Female,Married,Post Graduate,Salaried - Private,Mumbai,Maharashtra,Employed,1168898.47,97408.21,7,Young Professionals,High
CUST101894,Gaurav,Thakur,31,Male,Married,Graduate,Business Owner,Hyderabad,Telangana,Self Employed,5200973.57,433414.46,10,High Net Worth Individuals,High
CUST104376,Lavanya,Banerjee,34,Female,Single,Graduate,Business Owner,Coimbatore,Tamil Nadu,Self Employed,3699919.21,308326.6,4,High Net Worth Individuals,High
